bookId,Book,Author,Genres
2272,"Little Town on the Prairie  (Little House, #7)",Laura Ingalls Wilder,"['Classics', 'Historical Fiction', 'Childrens', 'Fiction', 'Young Adult', 'Historical', 'Middle Grade']"
2273,Congo,Michael Crichton,"['Fiction', 'Science Fiction', 'Thriller', 'Adventure', 'Horror', 'Mystery', 'Suspense']"
2274,Fire and Fury: Inside the Trump White House,Michael Wolff,"['Nonfiction', 'Politics', 'History', 'Biography', 'Audiobook', 'American History', 'The United States Of America']"
2275,You Can Win: A Step by Step Tool for Top Achievers,Shiv Khera,"['Self Help', 'Nonfiction', 'Inspirational', 'Business', 'Personal Development', 'Indian Literature', 'Education']"
2276,"Zero to One: Notes on Startups, or How to Build the Future",Peter Thiel,"['Business', 'Nonfiction', 'Entrepreneurship', 'Self Help', 'Economics', 'Technology', 'Management']"
2277,The Wisdom of Insecurity: A Message for an Age of Anxiety,Alan W. Watts,"['Philosophy', 'Nonfiction', 'Psychology', 'Spirituality', 'Self Help', 'Religion', 'Buddhism']"
2278,The Testament,John Grisham,"['Fiction', 'Thriller', 'Mystery', 'Legal Thriller', 'Suspense', 'Crime', 'Mystery Thriller']"
2279,Glucose Control Eating: Lose Weight Stay Slimmer Live Healthier Live Longer,Rick Mystrom,"['Contemporary', 'Fiction', 'Epic']"
2280,"The Nine Tailors (Lord Peter Wimsey, #9)",Dorothy L. Sayers,"['Mystery', 'Fiction', 'Crime', 'Classics', 'Mystery Thriller', 'British Literature', 'Detective']"
2281,Dreams & Dew: Poems & Prose,Chriselda Barretto,"['Poetry', 'Fiction', 'Contemporary', 'Adult', 'New Adult', 'Young Adult', 'Collections']"
2282,The Anatomy of Peace: Resolving the Heart of Conflict,The Arbinger Institute,"['Nonfiction', 'Self Help', 'Leadership', 'Psychology', 'Business', 'Relationships', 'Personal Development']"
2283,The Secret Keeper,Kate Morton,"['Historical Fiction', 'Fiction', 'Mystery', 'Historical', 'Romance', 'Book Club', 'Adult']"
2284,Change Your Thoughts - Change Your Life,Wayne W. Dyer,"['Self Help', 'Spirituality', 'Nonfiction', 'Philosophy', 'Personal Development', 'Psychology', 'Inspirational']"
2285,The Truth: Stage Adaptation,Stephen Briggs,"['Fantasy', 'Fiction', 'Humor', 'Comedy', 'Science Fiction Fantasy', 'Young Adult', 'Audiobook']"
2286,"Rosemary's Baby (Rosemary's Baby, #1)",Ira Levin,"['Horror', 'Fiction', 'Classics', 'Thriller', 'Mystery', 'Fantasy', 'Paranormal']"
2287,"Shatter Me (Shatter Me, #1)",Tahereh Mafi,"['Fantasy', 'Young Adult', 'Dystopia', 'Romance', 'Science Fiction', 'Fiction', 'Paranormal']"
2288,What the Dog Saw and Other Adventures,Malcolm Gladwell,"['Nonfiction', 'Psychology', 'Business', 'Essays', 'Sociology', 'Science', 'Audiobook']"
2289,PostSecret: Extraordinary Confessions from Ordinary Lives,Frank Warren,"['Nonfiction', 'Art', 'Humor', 'Memoir', 'Psychology', 'Adult', 'Biography']"
2290,"Death du Jour (Temperance Brennan, #2)",Kathy Reichs,"['Mystery', 'Crime', 'Fiction', 'Thriller', 'Mystery Thriller', 'Suspense', 'Murder Mystery']"
2291,The Kindly Ones,Jonathan Littell,"['Fiction', 'Historical Fiction', 'War', 'World War II', 'France', 'Holocaust', 'Historical']"
2292,If This Is a Man • The Truce,Primo Levi,"['Nonfiction', 'History', 'Biography', 'Holocaust', 'Classics', 'Memoir', 'War']"
2293,Ghost Soldiers: The Epic Account of World War II's Greatest Rescue Mission,Hampton Sides,"['History', 'Nonfiction', 'World War II', 'War', 'Military Fiction', 'Military History', 'American History']"
2294,"Visions (The Secret Watchers, #1)",Lauren Klever,"['Fantasy', 'Young Adult', 'Adventure', 'Fiction', 'Paranormal', 'Urban Fantasy', 'Suspense']"
2295,Westwind Secrets,Marilyn Dalla Valle,"['Drama', 'Contemporary', 'Novels', 'Fiction', 'Mystery']"
2296,"Entrance (Thornhill Trilogy, #1)",J.J. Sorel,"['Romance', '21st Century', 'Contemporary Romance', 'Suspense', 'Modern', 'Fiction', 'Romantic']"
2297,Murder on the Naval Base,Behcet Kaya,"['Novels', 'Contemporary', 'Drama', 'Fiction', 'Epic']"
2298,"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",Brian Greene,"['Science', 'Nonfiction', 'Physics', 'Astronomy', 'Popular Science', 'Space', 'Philosophy']"
2299,"Hogfather (Discworld, #20; Death, #4)",Terry Pratchett,"['Fantasy', 'Fiction', 'Humor', 'Comedy', 'Christmas', 'Science Fiction Fantasy', 'Audiobook']"
2300,The Turn of the Key,Ruth Ware,"['Mystery', 'Thriller', 'Fiction', 'Mystery Thriller', 'Audiobook', 'Suspense', 'Horror']"
2301,The Looming Tower: Al-Qaeda and the Road to 9/11,Lawrence Wright,"['History', 'Nonfiction', 'Politics', 'Terrorism', 'War', 'Religion', 'American History']"
2302,Packing for Mars: The Curious Science of Life in the Void,Mary Roach,"['Nonfiction', 'Science', 'Space', 'Humor', 'History', 'Audiobook', 'Astronomy']"
2303,"The Reptile Room (A Series of Unfortunate Events, #2)",Lemony Snicket,"['Fiction', 'Young Adult', 'Childrens', 'Middle Grade', 'Fantasy', 'Mystery', 'Adventure']"
2304,I Heard the Owl Call My Name,Margaret Craven,"['Fiction', 'Historical Fiction', 'Classics', 'Young Adult', 'Canada', 'Nature', 'Historical']"
2305,The Missionary,Rowena Kinread,"['Historical Fiction', 'Fiction']"
2306,Just a Typo: The Cancellation of Celebrity Mo Riverlake,John Bennardo,[]
2307,Another Roadside Attraction,Tom Robbins,"['Fiction', 'Humor', 'Novels', 'Literature', 'Contemporary', 'Magical Realism', 'American']"
2308,"Kiss the Girls (Alex Cross, #2)",James Patterson,"['Mystery', 'Fiction', 'Thriller', 'Crime', 'Suspense', 'Mystery Thriller', 'Detective']"
2309,"Fire of Stars and Dragons (Stars and Souls, #1)",Melissa Petreshock,"['Fantasy', 'Dragons', 'Paranormal', 'New Adult', 'Romance', 'Vampires', 'Supernatural']"
2310,The Art of Success: What No One Ever Taught You (But You Still Need to Know),James Melouney,"['Self Help', 'Business', 'Personal Development', 'Nonfiction', 'Leadership', 'Productivity', 'Buisness']"
2311,If I Wake,Nikki Moyes,"['Young Adult', 'Fantasy', 'Contemporary', 'Magical Realism', 'Time Travel', 'Mental Health', 'Mental Illness']"
2312,The Well House,M.S. Matassa,"['Fiction', 'Contemporary', 'Adult', 'New Adult', 'Fantasy', 'Action', 'Novels']"
2313,"The Girl in the Spider's Web (Millennium, #4)",David Lagercrantz,"['Fiction', 'Mystery', 'Thriller', 'Crime', 'Mystery Thriller', 'Audiobook', 'Suspense']"
2314,Manifesto of the Free People's Union,Jakub Lasak,['Nonfiction']
2315,Grunt: The Curious Science of Humans at War,Mary Roach,"['Nonfiction', 'Science', 'History', 'War', 'Military Fiction', 'Humor', 'Audiobook']"
2316,Without MAlice,Amesbury Clarke,"['Mental Illness', 'Modern Classics', 'Coming Of Age', 'Mystery', 'Thriller', 'Literature']"
2317,"The Secret Diary of Adrian Mole, Aged 13 3/4  (Adrian Mole, #1)",Sue Townsend,"['Fiction', 'Young Adult', 'Humor', 'Comedy', 'Childrens', 'Contemporary', 'British Literature']"
2318,Story of the Eye,Georges Bataille,"['Fiction', 'France', 'Erotica', 'Horror', 'Classics', 'Philosophy', 'Literature']"
2319,Leadership and Self-Deception: Getting Out of the Box,The Arbinger Institute,"['Leadership', 'Business', 'Nonfiction', 'Self Help', 'Psychology', 'Management', 'Personal Development']"
2320,"Specials (Uglies, #3)",Scott Westerfeld,"['Young Adult', 'Dystopia', 'Science Fiction', 'Fiction', 'Fantasy', 'Romance', 'Teen']"
2321,The Comfort of Strangers,Ian McEwan,"['Fiction', 'Contemporary', 'Thriller', 'British Literature', 'Literary Fiction', 'Novels', 'Literature']"
2322,Tell the Wolves I'm Home,Carol Rifka Brunt,"['Fiction', 'Young Adult', 'Historical Fiction', 'Contemporary', 'Coming Of Age', 'LGBT', 'Adult']"
2323,"The Angel Experiment (Maximum Ride, #1)",James Patterson,"['Young Adult', 'Fantasy', 'Science Fiction', 'Fiction', 'Adventure', 'Paranormal', 'Action']"
2324,"Heartsick (Archie Sheridan & Gretchen Lowell, #1)",Chelsea Cain,"['Mystery', 'Thriller', 'Fiction', 'Crime', 'Mystery Thriller', 'Suspense', 'Horror']"
2325,Plain Truth,Jodi Picoult,"['Fiction', 'Mystery', 'Contemporary', 'Chick Lit', 'Amish', 'Adult Fiction', 'Drama']"
2326,"Whispers (The Secret Watchers, #2)",Lauren Klever,"['Young Adult', 'Action', 'Fantasy', 'Suspense', 'Adventure']"
2327,Chess Story,Stefan Zweig,"['Fiction', 'Classics', 'German Literature', 'Short Stories', 'Literature', 'Novels', 'Novella']"
2328,Tears of Glass,David  Lake,"['Fiction', 'Unfinished', 'Thriller']"
2329,"Running from Romeo (Romeo, #1)",Diane Mannino,"['Romance', 'New Adult', 'Contemporary', 'College', 'Young Adult', 'Realistic Fiction', 'Drama']"
2330,"One of Us Is Lying (One of Us is Lying, #1)",Karen M. McManus,"['Mystery', 'Young Adult', 'Thriller', 'Contemporary', 'Fiction', 'Mystery Thriller', 'Romance']"
2331,"The Throne of Fire (The Kane Chronicles, #2)",Rick Riordan,"['Fantasy', 'Mythology', 'Young Adult', 'Middle Grade', 'Fiction', 'Adventure', 'Magic']"
2332,The Pelican Brief,John Grisham,"['Fiction', 'Mystery', 'Thriller', 'Crime', 'Suspense', 'Legal Thriller', 'Mystery Thriller']"
2333,"A Higher Loyalty: Truth, Lies, and Leadership",James Comey,"['Nonfiction', 'Politics', 'Memoir', 'Biography', 'History', 'Audiobook', 'Leadership']"
2334,"Persepolis 2: The Story of a Return (Persepolis, #2)",Marjane Satrapi,"['Graphic Novels', 'Nonfiction', 'Comics', 'Memoir', 'Biography', 'History', 'Iran']"
2335,"The Great Hunt (The Wheel of Time, #2)",Robert Jordan,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Audiobook', 'Adventure']"
2336,Never Go With Your Gut: How Pioneering Leaders Make the Best Decisions and Avoid Business Disasters,Gleb Tsipursky,"['Business', 'Leadership', 'Nonfiction', 'Psychology', 'Management', 'Self Help', 'Personal Development']"
2337,Un Aquilone di Farfalle: Romanzo,Giulietta Esthel,[]
2338,The Te of Piglet,Benjamin Hoff,"['Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Taoism', 'Self Help', 'Humor']"
2339,Prey,Michael Crichton,"['Fiction', 'Science Fiction', 'Thriller', 'Horror', 'Suspense', 'Mystery', 'Science Fiction Fantasy']"
2340,The 5000 Year Leap,W. Cleon Skousen,"['History', 'Nonfiction', 'Politics', 'Philosophy', 'Historical', 'American History', 'Government']"
2341,"The Sight of Demons (The Master of Perceptions, #1)",Darin C.  Brown,"['Fiction', 'Novels', 'Contemporary', 'Drama', 'Book Club', 'Fantasy', 'Adult']"
2342,Una Historia de Ayer,Sergio Cobo,"['Spanish Literature', 'Thriller', 'European Literature', 'Mystery', 'Magical Realism', 'Fiction', 'Drama']"
2343,"Golden Son (Red Rising Saga, #2)",Pierce Brown,"['Science Fiction', 'Fantasy', 'Fiction', 'Dystopia', 'Young Adult', 'Audiobook', 'Adult']"
2344,"The Dry (Aaron Falk, #1)",Jane Harper,"['Mystery', 'Fiction', 'Thriller', 'Crime', 'Mystery Thriller', 'Australia', 'Audiobook']"
2345,Holly Jolly: Campfire Stories,J.K. Franko Jr.,"['Childrens', 'Christmas', 'Picture Books', 'Fiction']"
2346,"Destiny of the Republic: A Tale of Madness, Medicine and the Murder of a President",Candice Millard,"['History', 'Nonfiction', 'Biography', 'American History', 'Presidents', 'Politics', 'Historical']"
2347,The Dice Man,Luke Rhinehart,"['Fiction', 'Psychology', 'Thriller', 'Novels', 'Contemporary', 'Classics', 'Philosophy']"
2348,Bonk: The Curious Coupling of Science and Sex,Mary Roach,"['Nonfiction', 'Science', 'Humor', 'Sexuality', 'Psychology', 'History', 'Biology']"
2349,The Hike,Drew Magary,"['Fantasy', 'Fiction', 'Horror', 'Science Fiction', 'Adventure', 'Audiobook', 'Humor']"
2350,"Marked (House of Night, #1)",P.C. Cast,"['Young Adult', 'Fantasy', 'Vampires', 'Paranormal', 'Romance', 'Fiction', 'Supernatural']"
2351,"Pawn of Prophecy (The Belgariad, #1)",David Eddings,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Young Adult', 'Science Fiction Fantasy', 'Adventure']"
2352,"A Time to Die (Out of Time, #1)",Nadine Brandes,"['Dystopia', 'Fantasy', 'Christian Fiction', 'Young Adult', 'Christian', 'Science Fiction', 'Fiction']"
2353,Waiter to the Rich and Shameless: Confessions of a Five-Star Beverly Hills Server,Paul Hartford,"['Nonfiction', 'Memoir', 'Biography Memoir', 'Biography', 'Audiobook', 'Autobiography', 'Humor']"
2354,Oblomov,Ivan Goncharov,"['Classics', 'Fiction', 'Russia', 'Russian Literature', 'Literature', '19th Century', 'Novels']"
2355,The Alchemy Fire Murder: a Mary Wandwalker Mystery,Susan  Rowland,['Mystery']
2356,Smilla's Sense of Snow,Peter Hoeg,"['Fiction', 'Mystery', 'Crime', 'Thriller', 'Denmark', 'Scandinavian Literature', 'Mystery Thriller']"
2357,Diary of a Madman,Nikolai Gogol,"['Classics', 'Short Stories', 'Fiction', 'Russia', 'Russian Literature', 'Literature', 'Audiobook']"
2358,Ethics,Baruch Spinoza,"['Philosophy', 'Nonfiction', 'Classics', 'Religion', 'Psychology', 'Theory', '17th Century']"
2359,Suzanne's Diary for Nicholas,James Patterson,"['Romance', 'Fiction', 'Chick Lit', 'Contemporary', 'Adult', 'Adult Fiction', 'Mystery']"
2360,"Emily of New Moon (Emily, #1)",L.M. Montgomery,"['Classics', 'Fiction', 'Young Adult', 'Historical Fiction', 'Childrens', 'Middle Grade', 'Canada']"
2361,Three Hundred Million,Blake Butler,"['Fiction', 'Horror', 'Novels', 'American', 'Thriller', 'Dark', 'Contemporary']"
2362,SHADOW PANTHEON,Eric Nierstedt,"['Fiction', 'Contemporary']"
2363,Child of Another Kind,Steven Decker,[]
2364,"This Present Darkness (Darkness, #1)",Frank E. Peretti,"['Fiction', 'Christian Fiction', 'Christian', 'Fantasy', 'Religion', 'Thriller', 'Spirituality']"
2365,"Dark Guardian (Dark Guardian, #1)",Ammar Habib,"['Thriller', 'Action', 'Superheroes', 'Fiction', 'Crime', 'Mystery']"
2366,The Boy Who Saw In Colours,Lauren  Robinson,"['Historical Fiction', 'Literary Fiction', 'LGBT', 'Magical Realism', 'Fiction', 'Historical', 'World War II']"
2367,Capital in the Twenty First Century,Thomas Piketty,"['Economics', 'Nonfiction', 'Politics', 'History', 'Business', 'Finance', 'Philosophy']"
2368,The Word for World Is Forest,Ursula K. Le Guin,"['Science Fiction', 'Fiction', 'Fantasy', 'Classics', 'Speculative Fiction', 'Science Fiction Fantasy', 'Novels']"
2369,"In the Woods (Dublin Murder Squad, #1)",Tana French,"['Mystery', 'Fiction', 'Thriller', 'Crime', 'Mystery Thriller', 'Ireland', 'Suspense']"
2370,Call Me Tuesday,Leigh Byrne,"['Nonfiction', 'Memoir', 'True Crime', 'Abuse', 'Mental Health', 'Psychology', 'Biography']"
2371,"Genghis: Birth of an Empire (Conqueror, #1)",Conn Iggulden,"['Historical Fiction', 'Fiction', 'Historical', 'Fantasy', 'Asia', 'War', 'Adventure']"
2372,Murder at the Vicarage,Agatha Christie,"['Mystery', 'Fiction', 'Classics', 'Crime', 'Mystery Thriller', 'Detective', 'Audiobook']"
2373,Simple Abundance: A Daybook of Comfort of Joy,Sarah Ban Breathnach,"['Self Help', 'Nonfiction', 'Spirituality', 'Inspirational', 'Psychology', 'Personal Development', 'Philosophy']"
2374,Maus II: A Survivor's Tale: And Here My Troubles Began,Art Spiegelman,"['Graphic Novels', 'Comics', 'Nonfiction', 'History', 'Memoir', 'Holocaust', 'Biography']"
2375,"Beastly (Beastly, #1; Kendra Chronicles, #1)",Alex Flinn,"['Young Adult', 'Fantasy', 'Romance', 'Fairy Tales', 'Retellings', 'Fiction', 'Paranormal']"
2376,"The Memoirs of Sherlock Holmes (Sherlock Holmes, #4)",Arthur Conan Doyle,"['Classics', 'Mystery', 'Fiction', 'Short Stories', 'Crime', 'Detective', 'Audiobook']"
2377,The Radium Girls: The Dark Story of America’s Shining Women,Kate  Moore,"['Nonfiction', 'History', 'Science', 'Audiobook', 'Biography', 'Historical', 'Feminism']"
2378,What Katy Did,Susan Coolidge,"['Classics', 'Childrens', 'Fiction', 'Young Adult', 'Historical Fiction', 'Middle Grade', '19th Century']"
2379,"The Elite (The Selection, #2)",Kiera Cass,"['Romance', 'Young Adult', 'Dystopia', 'Fantasy', 'Fiction', 'Science Fiction', 'Audiobook']"
2380,The Woman in the Dunes,Kōbō Abe,"['Fiction', 'Japan', 'Japanese Literature', 'Classics', 'Literature', 'Magical Realism', 'Novels']"
2381,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown,"['Nonfiction', 'History', 'Sports', 'Biography', 'Audiobook', 'Historical', 'Book Club']"
2382,Roadside Picnic,Arkady Strugatsky,"['Science Fiction', 'Fiction', 'Russia', 'Classics', 'Russian Literature', 'Dystopia', 'Fantasy']"
2383,"The Gormenghast Novels (Gormenghast, #1-3)",Mervyn Peake,"['Fantasy', 'Fiction', 'Classics', 'Gothic', 'Horror', 'Novels', 'Literature']"
2384,The Undoing Project: A Friendship That Changed Our Minds,Michael   Lewis,"['Nonfiction', 'Psychology', 'Biography', 'Science', 'Economics', 'Business', 'History']"
2385,"Awakening the Fire (Guardian Witch, #1)",Ally Shields,"['Urban Fantasy', 'Paranormal', 'Vampires', 'Fantasy', 'Magic', 'Witches', 'Werewolves']"
2386,"The Hangman's Daughter (The Hangman's Daughter, #1)",Oliver Pötzsch,"['Historical Fiction', 'Mystery', 'Fiction', 'Historical', 'Thriller', 'Germany', 'Mystery Thriller']"
2387,The Mermaid Chair,Sue Monk Kidd,"['Fiction', 'Romance', 'Chick Lit', 'Contemporary', 'Adult Fiction', 'Adult', 'Novels']"
2388,"The Black Jewels Trilogy: Daughter of the Blood, Heir to the Shadows, Queen of the Darkness (The Black Jewels, #1-3)",Anne Bishop,"['Fantasy', 'Romance', 'Fiction', 'Dark Fantasy', 'Magic', 'Science Fiction Fantasy', 'High Fantasy']"
2389,The Art of Seduction,Robert Greene,"['Psychology', 'Nonfiction', 'Self Help', 'Philosophy', 'Relationships', 'Personal Development', 'Business']"
2390,Neil Patrick Harris: Choose Your Own Autobiography,Neil Patrick Harris,"['Nonfiction', 'Memoir', 'Biography', 'Humor', 'Audiobook', 'Autobiography', 'Biography Memoir']"
2391,Otuna's Flute,Maricar Banguis,[]
2392,Boy's Life,Robert McCammon,"['Horror', 'Fiction', 'Fantasy', 'Mystery', 'Coming Of Age', 'Historical Fiction', 'Magical Realism']"
2393,The Eyes of the Dragon,Stephen King,"['Fantasy', 'Fiction', 'Horror', 'Young Adult', 'Dragons', 'Thriller', 'Science Fiction Fantasy']"
2394,Replay,Ken Grimwood,"['Science Fiction', 'Fiction', 'Time Travel', 'Fantasy', 'Audiobook', 'Science Fiction Fantasy', 'Romance']"
2395,The Power of Your Subconscious Mind,Joseph Murphy,"['Self Help', 'Psychology', 'Nonfiction', 'Personal Development', 'Spirituality', 'Philosophy', 'Business']"
2396,Ask and It Is Given: Learning to Manifest Your Desires,Esther Hicks,"['Spirituality', 'Self Help', 'Nonfiction', 'Personal Development', 'Psychology', 'Inspirational', 'New Age']"
2397,Twelve Angry Men,Reginald Rose,"['Plays', 'Classics', 'Fiction', 'Drama', 'School', 'Theatre', 'Read For School']"
2398,Imajica,Clive Barker,"['Fantasy', 'Horror', 'Fiction', 'Science Fiction', 'Dark Fantasy', 'Science Fiction Fantasy', 'Speculative Fiction']"
2399,"The Fall of the Phoenix (Heroes of Troy, #1)",Daniel  Kelly,"['Fantasy', 'Historical Fiction', 'Greek Mythology', 'Fiction', 'Historical', 'Retellings', 'Book Club']"
2400,The Grey Wolf,Julie Mannino,['Fantasy']
2401,The Insult,Rupert Thomson,"['Fiction', 'Thriller', 'Mystery', 'Literary Fiction', 'Contemporary', 'British Literature', 'Modern']"
